stem,frame,psnr,ssim,lpips,lpips_spatialmean,score,l1,gt_lapvar,rn_lapvar,gt_mean,rn_mean,gt_std,rn_std,hf_frac_gt,hf_frac_render,ratio_b0,ratio_b1,ratio_b2,ratio_b3,ratio_b4,d_nearest,d_2nd,d_mean5,ang_nearest,n_within_0p2,n_within_0p5,temporal_baseline,med_scene_depth,baseline_over_depth,sigma_gt,sigma_render,psnr_raw,psnr_photofix,ssim_raw,ssim_photofix,dmean,shift_x,shift_y,shift_mag,pc_response,psnr_shiftfix,best_sy,best_sx,ssim_shiftfix
frame_001100,1100,25.4622161173125,0.8789286017417908,0.25696267932653427,0.2569628436230477,71.36668054957987,0.03330617280621319,0.012333129532635212,0.0059355334378778934,0.5343770980834961,0.5335713624954224,0.2638670802116394,0.2726108133792877,0.003048584099005036,0.0012853978482731856,1.121186958021122,0.6816331671750556,0.5066754992739325,0.4062355765930429,0.2509413239891858,0.33329056207632746,0.34411934214231515,0.3589232611440307,6.736019028193575,0,10,0.47480630045064864,2.9823128854834193,0.15920740669491648,0.0016211347379671323,0.0011520702041165002,25.4622161173125,25.75399263400234,0.8789286017417908,0.8817446827888489,-0.0008057355880737305,1.3284153866782162,-0.719505508215093,1.5107533272891687,0.5373253856711079,25.562636873011822,0,-1,0.8794600367546082
frame_001180,1180,24.0883520670875,0.8752337098121643,0.2972160931676626,0.2972161192127964,68.82137880791093,0.03771313568463989,0.005040307063609362,0.0038371416740119457,0.5421034693717957,0.5485687255859375,0.24149928987026215,0.23481693863868713,0.0022771162935825004,0.001860122950656202,0.8910166843057818,0.9594347502235298,0.7813523523939883,0.6807147576239819,0.4115346015554999,0.2828079887277664,0.30192430216138094,0.5238774737064044,8.587056247769132,0,2,0.2923661454445737,2.686099933450473,0.10884410583675122,0.0011647159822889925,0.0010910029439995157,24.0883520670875,24.178016077917537,0.8752337098121643,0.8762513399124146,0.006465256214141846,-0.25215889214359777,0.432694928346109,0.5008083544665873,0.2376739334655537,24.359374196683568,-2,-1,0.8717011213302612
frame_001250,1250,24.148112447008007,0.8750313520431519,0.2858836092054844,0.28588357577822915,69.30446366128,0.0328989388664105,0.018977299332618713,0.008239093236625195,0.4626803696155548,0.4667036235332489,0.2290951907634735,0.22302357852458954,0.006781118828410854,0.0024760112214218043,0.9400328283304725,0.618017474704143,0.3857479718722975,0.2601418687165391,0.1431388579002172,0.21207055384863263,0.2635960596795647,0.505833043860574,6.402144680643412,0,2,0.23783330676409864,2.2750808828717526,0.10453839621907869,0.0024358842297019833,0.001336841532850166,24.148112447008007,24.18274639095205,0.8750313520431519,0.8754606246948242,0.004023253917694092,-0.17586649665452114,0.17501652742305396,0.24811249367325156,0.6861986328798073,24.148112447008007,0,0,0.8750313520431519
frame_001320,1320,25.508149910387132,0.8781285881996155,0.3026582431048155,0.30265831044117825,69.54241786802811,0.04165404531254735,0.0055015720427036285,0.0058263735845685005,0.5030441284179688,0.5299891829490662,0.21690572798252106,0.20469820499420166,0.005498978089313019,0.006626663035647121,0.8945930301522201,1.3678333791264357,1.1376537849739845,0.9701993133351265,0.8057549499002582,0.2650705395721798,0.34592196477844,0.5546028351262139,5.080743635298731,0,2,0.3054962521753099,3.2149712326523012,0.09502301267040585,0.0011009986988614834,0.0011844890236398754,25.508149910387132,26.94298613154315,0.8781285881996155,0.8822048902511597,0.026945054531097412,-0.21112849677820122,0.08037803100057772,0.22591119941108,0.6117102015432897,25.520940372567154,0,0,0.8781285881996155
frame_001400,1400,30.485907791346932,0.8781169652938843,0.1839626394212246,0.18396274267828844,77.27654805677571,0.019067897894247093,0.01999024860560894,0.00814452301710844,0.5580037236213684,0.5578745007514954,0.205158531665802,0.20442380011081696,0.013831671479316927,0.008400338293410272,1.0162218702019519,0.8310251792479286,0.6350613644010071,0.48047876760302344,0.631541276280672,0.2416170422206075,0.3443056328164609,0.4429091912807445,0.8151407213962268,0,2,0.2929613375185342,4.467789014909998,0.06557188276815613,0.002802354323069592,0.0015034183174537383,30.485907791346932,30.504548113257528,0.8781169652938843,0.8781445026397705,-0.00012922286987304688,0.15083443578157585,0.08771614950489948,0.17448538592533244,0.9403539586427638,30.495179277750026,0,0,0.8781169652938843
frame_001470,1470,26.011901738521395,0.7651219964027405,0.2071663737297058,0.20716642385866146,70.27414598600681,0.029517063930461575,0.0641336441040039,0.014012078754603863,0.5407869815826416,0.541912853717804,0.2047758251428604,0.20176547765731812,0.02518751462073882,0.009069838777257018,1.0036482916916536,0.6131480735543283,0.39314181312770263,0.22204658282660408,0.40890073597400145,0.054055747365548405,0.13360854565205493,0.16875405633711993,0.9586482516897706,4,7,0.09383214650880167,6.235991710112467,0.015046868384484975,0.005665226136334311,0.0018755037094446503,26.011901738521395,26.06918899019858,0.7651219964027405,0.7642443180084229,0.0011258721351623535,-0.10037595077983497,-0.12711007106940997,0.16196388999473402,0.69727176453893,26.09287388848601,0,0,0.7651219964027405
frame_001540,1540,27.939600838814783,0.8367782235145569,0.1833368744701147,0.18333692216054281,74.533632229921,0.02342591603562523,0.042599450796842575,0.013627586886286736,0.5279542803764343,0.5302273631095886,0.18965935707092285,0.18943597376346588,0.02223452020438411,0.007473067343793161,1.055771839602432,0.6695463654537744,0.3689811785322094,0.24898294803839724,0.36534206833295785,0.11749109184032978,0.15849378121656718,0.25381773053180046,0.35341363704230805,2,8,0.13799243652844848,5.151867954689097,0.026784932716074628,0.0042740405470523815,0.0019254537891106552,27.939600838814783,27.996485647653635,0.8367782235145569,0.835500955581665,0.002273082733154297,0.02238564121694253,0.028705651818995648,0.036402354031670595,0.7859877508742543,27.984493829787837,0,0,0.8367782235145569
frame_001640,1640,28.677363324237675,0.9260848164558411,0.21840603463351727,0.21840597418000993,76.25272110287715,0.02365517000814146,0.01448674127459526,0.006834383588284254,0.666527509689331,0.658650279045105,0.21869488060474396,0.2293119728565216,0.022244381782783016,0.008228908584378672,1.0698301249067195,0.7101100192584956,0.4051592604352084,0.3166855776610162,0.3487912406528604,0.22946849598135816,0.3537060962405419,0.40088495780287736,2.494536788075696,0,4,0.29158729611094997,4.174376180237878,0.06985170562523041,0.0015427642185385224,0.0011428970614677577,28.677363324237675,29.51687229134665,0.9260848164558411,0.9252147674560547,-0.007877230644226074,0.07030843145776089,-0.13859148362166707,0.15540551749054946,0.7662624602762081,28.6802254959319,0,0,0.9260848164558411
frame_001720,1720,30.952829736910484,0.9697166085243225,0.15773100592195988,0.15773102977668332,81.35395586099759,0.013341447638884988,0.021244356408715248,0.012102220207452774,0.6922105550765991,0.6893635988235474,0.23731474578380585,0.23642010986804962,0.014113941953750162,0.008274980861064294,0.9804441407702176,0.7198588341487686,0.5923115401425463,0.4851930394592634,0.43670901793583183,0.0675777684993369,0.16751449101429586,0.1767148965003285,0.8619467471949469,4,12,0.17452868931601406,4.163936230209061,0.04191435210986682,0.0015298518233533244,0.0011090890321029158,30.952829736910484,31.184466410197025,0.9697166085243225,0.9698668718338013,-0.002846956253051758,-0.05990442254596928,-0.13303888316590928,0.14590368149775554,0.8394883375922584,30.952829736910484,0,0,0.9697166085243225
frame_001820,1820,29.416212297131132,0.9532501697540283,0.1655725408345461,0.16557256422367875,79.62433083751769,0.014497980098618416,0.025772126391530037,0.008409591391682625,0.6761458516120911,0.6770931482315063,0.23349247872829437,0.22993136942386627,0.023443891902907993,0.007364000108994433,0.9391460109128843,0.6045378576817803,0.32484567035570655,0.19057496638525398,0.18675290838936764,0.09711505299593477,0.14959914469785618,0.2450248090648027,2.097807557030207,3,5,0.12448294576001026,4.210982481363494,0.02956149694541197,0.001831626194573685,0.0010732020514748288,29.416212297131132,29.429145696202465,0.9532501697540283,0.95316082239151,0.0009472966194152832,-0.1442286645101376,-0.06998689530757929,0.16031242366445556,0.8167048719913053,29.416212297131132,0,0,0.9532501697540283
frame_001930,1930,28.852799068746542,0.9036205410957336,0.22063705511391163,0.22063710013553173,75.59481346956348,0.020493821383816672,0.01287330687046051,0.004486161284148693,0.5776913166046143,0.5771927833557129,0.2604278326034546,0.2532222270965576,0.008517605126154957,0.0025614670482791415,0.9482896373772531,0.4397546609352187,0.28216954317814447,0.266758042752075,0.2884912350319057,0.22691729703146565,0.3415139988040731,0.3822266177162448,4.097491133444218,0,5,0.3554456594071681,3.873881255917136,0.09175440234887036,0.001926730360316327,0.001108074992570827,28.852799068746542,28.93923992062505,0.9036205410957336,0.9041769504547119,-0.0004985332489013672,-0.17325094357158832,0.11934377238799243,0.21037781597935326,0.7833033728862249,28.852799068746542,0,0,0.9036205410957336
frame_002120,2120,29.414836148054505,0.9248924851417542,0.17750041652470827,0.17750032315843983,78.29565958209702,0.020210537301374846,0.02356020174920559,0.007028193213045597,0.5703527331352234,0.5651392340660095,0.23762257397174835,0.2390885055065155,0.016581851515293226,0.004126798255983383,1.074973964921314,0.5872589884905645,0.2917459083573978,0.1610370702444441,0.190108095204462,0.020462775499746545,0.03182429800635004,0.12046400545160382,0.811238532988643,3,15,0.026143536753048292,3.094224737853904,0.00844913959649258,0.002581801648905139,0.0012154969421164458,29.414836148054505,29.545014408358306,0.9248924851417542,0.9237968325614929,-0.005213499069213867,-0.14190875805275027,0.069754217523041,0.15812572995665738,0.9140809922209455,29.414836148054505,0,0,0.9248924851417542
frame_002190,2190,32.84221893502671,0.9476358294487,0.15391913894563913,0.15391915282017213,81.97764068665145,0.014530553325397492,0.017594430595636368,0.006155107636004686,0.5794947147369385,0.5868194103240967,0.23705443739891052,0.23282171785831451,0.01762832993266116,0.005384168919879222,0.9625804727726288,0.5970164160970824,0.3142451172661033,0.19637592814295365,0.200344976549561,0.030209355809286922,0.0869248985447755,0.10018309424630437,0.1999032295731252,8,16,1.9068422644028842,3.2880414647952567,0.5799325479375065,0.002166872819191044,0.0011263503680535502,32.84221893502671,33.413290088866276,0.9476358294487,0.9470457434654236,0.007324695587158203,-0.08942721560890732,-0.0532069343372541,0.10405866015440937,0.9572067318205653,32.85723741763507,0,0,0.9476358294487
frame_002260,2260,30.250361869875206,0.9343912601470947,0.20143566373735666,0.20143582579090974,78.1245283768437,0.016025823344381292,0.006520425900816917,0.010082916356623173,0.6357051730155945,0.6403397917747498,0.2933915853500366,0.29419824481010437,0.0036720516117841467,0.00673509075317816,1.0236593762205048,2.2393923156090114,2.0442488749103314,1.482837840492733,1.0268919138449357,0.06837522284008024,0.07997411212746637,0.09036566203816823,3.747556765404719,11,18,0.08496577045696588,2.8178484267555053,0.03015271142699332,0.0010351191037986432,0.0011652224670701517,30.250361869875206,30.39441530955967,0.9343912601470947,0.9346863627433777,0.0046346187591552734,-0.02086767758271435,0.014168560297662225,0.025223165316918678,0.6587327201674645,30.250361869875206,0,0,0.9343912601470947
frame_002330,2330,31.94119581077591,0.9531700611114502,0.16031632013618946,0.1603163781574509,81.34716651436148,0.014394614779878816,0.012092653661966324,0.0090683214366436,0.5869112014770508,0.5816650986671448,0.29281795024871826,0.2965889275074005,0.005711198562921471,0.004260831651170207,1.0456271084898767,1.0082704873417119,0.8934213840223835,0.5169563762053879,0.305882944898922,0.07389602487519571,0.08460402294440182,0.09657175390624129,1.3784268429493458,9,18,0.07925002390979877,2.880307661118367,0.027514430135226437,0.0017631695286846431,0.0011826173547020869,31.94119581077591,32.27570381168865,0.9531700611114502,0.9542614817619324,-0.005246102809906006,0.1325101426772335,0.024421512822868863,0.13474178342629403,0.9943068091691123,31.945303329304444,0,0,0.9531700611114502
frame_002440,2440,29.095806695395567,0.9397131204605103,0.16718981135636568,0.16718979639894718,78.96128517679803,0.01843822308480951,0.0283953994512558,0.011405845172703266,0.6108480095863342,0.6048329472541809,0.2903694808483124,0.29066482186317444,0.01027182325323797,0.004368279785367299,0.9787945650702383,0.7153377043507401,0.46193756086888427,0.31083557802216344,0.21173224778253474,0.048534529668091804,0.09594941695601777,0.1318313929710912,0.8541420450232851,4,6,0.08024050443013318,3.406431832143281,0.023555587894928443,0.0026218284398436035,0.0013243704515601322,29.095806695395567,29.238314507477305,0.9397131204605103,0.9389960169792175,-0.00601506233215332,-0.10273699444132944,0.13585619269190374,0.17032849180209822,0.8948146775355494,29.23396850389495,0,0,0.9397131204605103
frame_002510,2510,31.215150918281473,0.9588462710380554,0.1645987555384636,0.1645988426150463,80.91052846057201,0.015189549968223545,0.015723111107945442,0.00825828593224287,0.5806849002838135,0.5870076417922974,0.2939339876174927,0.29201632738113403,0.009799261193850627,0.005021692519116999,0.9552382922457373,0.6854835392023461,0.5060814119014523,0.3821884555351688,0.4489676067084811,0.07675959835081947,0.1281513517495915,0.15472315045263269,1.823853665005495,4,13,0.10245547505020548,2.9869499531509853,0.034301035054880455,0.0016279272951474494,0.00107471576688954,31.215150918281473,31.452892354572775,0.9588462710380554,0.9592393040657043,0.006322741508483887,-0.014168537545174331,-0.06559280860324179,0.06710561821956881,0.8973026638148123,31.215150918281473,0,0,0.9588462710380554
frame_002650,2650,29.895417816428225,0.9358894228935242,0.19901047181338072,0.19901048172973765,78.05351450412743,0.01745268820639259,0.007844342850148678,0.007125891279429197,0.6062552332878113,0.6080471873283386,0.2791580259799957,0.28072473406791687,0.0027777292629986997,0.0025931361182811616,1.0115121821269306,1.387229623965747,1.069794532548889,0.7038473748432913,0.37193610943197697,0.055972447415587684,0.06849065923936631,0.0959878647970664,3.4647350677601745,5,15,0.0807612118763277,2.8127146490034134,0.028712906197200842,0.001281470791789031,0.0010819099518135495,29.895417816428225,29.951768318520053,0.9358894228935242,0.9358780384063721,0.0017919540405273438,0.08480521770923133,0.06553289606870294,0.10717502235997688,0.8281823495701985,29.895417816428225,0,0,0.9358894228935242
